2,1,0.59,0.39,1
2,1,0.86,0.73,2
2,1,0.93,0.54,3
2,1,0.5600000000000001,0.92,4
2,2,0.75,0.65,5
2,1,0.53,0.85,6
2,2,0.47,0.79,7
2,2,0.88,0.5600000000000001,8
2,1,0.61,0.63,9
2,2,0.6899999999999999,0.22,10
2,1,0.98,0.72,11
2,1,0.74,0.64,12
2,1,0.76,0.57,13
2,1,0.65,0.47,14
2,1,0.89,0.38,15
2,1,0.84,0.8100000000000001,16
2,1,0.08,0.74,17
2,2,0.37,0.78,18
2,2,0.61,0.43,19
2,2,0.59,0.85,20
2,2,0.52,0.59,21
2,2,0.7,0.87,22
2,2,0.51,0.16,23
2,1,0.59,0.85,24
2,2,0.25,0.43,25
2,2,0.32,0.18,26
2,1,0.14,0.17,27
2,1,0.5600000000000001,0.19,28
2,1,0.82,0.37,29
2,1,0.37,0.35,30
2,1,0.58,0.77,31
2,2,0.5600000000000001,0.83,32
2,2,0.51,0.73,33
2,2,0.42,0.79,34
2,2,0.8100000000000001,0.51,35
2,1,0.42,0.77,36
2,2,0.48,0.89,37
2,2,0.29,0.58,38
2,2,0.42,0.74,39
2,2,0.46,0.67,40
2,2,0.3,0.84,41
2,2,0.34,0.58,42
2,2,0.33,0.55,43
2,2,0.14,0.65,44
2,2,0.63,0.5,45
2,1,0.09,0.51,46
2,2,0.02,0.64,47
2,2,0.23,0.28,48
2,2,0.13,0.12,49
2,1,0.06,0.23,50
2,2,0.35,0.47,51
2,2,0.34,0.3,52
2,1,0.4,0.22,53
2,1,0.12,0.88,54
2,2,0.16,0.44,55
2,1,0.42,0.53,56
2,2,0.05,0.4,57
2,1,0.34,0.67,58
2,2,0.51,0.68,59
2,2,0.1,0.55,60
2,2,0.4,0.46,61
2,2,0.27,0.87,62
2,2,0.31,0.57,63
2,2,0.7,0.59,64
2,1,0.25,0.7,65
2,2,0.35,0.74,66
2,1,0.52,0.51,67
2,1,0.45,0.27,68
2,1,0.95,0.55,69
2,1,0.27,0.58,70
2,2,0.34,0.23,71
2,1,0.7,0.82,72
2,2,0.6,0.72,73
2,2,0.97,0.28,74
2,1,0.74,0.17,75
2,1,0.3,0.13,76
2,1,0.82,0.55,77
2,1,0.78,0.13,78
2,1,0.83,0.38,79
2,1,0.75,0.35,80
2,1,0.96,0.25,81
2,1,0.79,0.16,82
2,1,0.52,0.74,83
2,2,0.59,0.12,84
2,1,0.6,0.28,85
2,1,0.17,0.65,86
2,2,0.57,0.24,87
2,1,0.57,0.18,88
2,1,0.29,0.14,89
2,1,0.35,0.09,90
2,1,0.45,0.47,91
2,2,0.34,0.32,92
2,1,0.23,0.28,93
2,2,0.42,0.92,94
2,2,0.27,0.09,95
2,1,0.74,0.72,96
2,1,0.43,0.72,1
2,2,0.64,0.43,2
2,1,0.64,0.87,3
2,1,0.23,0.45,4
2,1,0.52,0.78,5
2,2,0.43,0.9399999999999999,6
2,2,0.66,0.74,7
2,2,0.57,0.5600000000000001,8
2,1,0.68,0.51,9
2,1,0.62,0.44,10
2,1,0.82,0.39,11
2,1,0.79,0.49,12
2,1,0.85,0.24,13
2,1,0.36,0.14,14
2,1,0.78,0.42,15
2,1,0.7,0.5600000000000001,16
2,1,0.76,0.38,17
2,1,0.65,0.44,18
2,1,0.38,0.59,19
2,2,0.25,0.75,20
2,2,0.6899999999999999,0.71,21
2,2,0.74,0.85,22
2,2,0.33,0.48,23
2,2,0.58,0.6899999999999999,24
2,2,0.07000000000000001,0.42,25
2,2,0.18,0.72,26
2,2,0.5,0.72,27
2,2,0.1,0.23,28
2,2,0.11,0.33,29
2,2,0.23,0.4,30
2,2,0.43,0.75,31
2,2,0.21,0.42,32
