1,1,0.58,0.52,1
1,1,0.53,0.31,2
1,1,0.65,0.71,3
1,1,0.53,0.76,4
1,2,0.44,0.85,5
1,2,0.82,0.6,6
1,2,0.66,0.78,7
1,2,0.66,0.53,8
1,2,0.68,0.48,9
1,1,0.64,0.71,10
1,1,0.83,0.95,11
1,1,0.68,0.42,12
1,1,0.28,0.85,13
1,2,0.48,0.63,14
1,2,0.35,0.9,15
1,2,0.3,0.66,16
1,2,0.5600000000000001,0.6899999999999999,17
1,2,0.43,0.77,18
1,2,0.25,0.57,19
1,2,0.15,0.58,20
1,2,0.39,0.6,21
1,2,0.26,0.53,22
1,1,0.01,0.37,23
1,2,0.54,0.66,24
1,2,0.36,0.67,25
1,2,0.36,0.7,26
1,2,0.53,0.75,27
1,2,0.64,0.61,28
1,2,0.6899999999999999,0.5,29
1,2,0.59,0.72,30
1,2,0.58,0.43,31
1,2,0.77,0.78,32
1,2,0.84,0.44,33
1,2,0.47,0.22,34
1,1,0.33,0.43,35
1,1,0.68,0.16,36
1,1,0.76,0.14,37
1,1,0.87,0.43,38
1,1,0.5600000000000001,0.43,39
1,1,0.86,0.48,40
1,1,0.79,0.41,41
1,1,0.54,0.1,42
1,1,0.85,0.24,43
1,1,0.7,0.45,44
1,1,0.87,0.45,45
1,1,0.6899999999999999,0.55,46
1,1,0.5600000000000001,0.32,47
1,1,0.62,0.66,48
1,1,0.21,0.17,49
1,2,0.43,0.15,50
1,1,0.5,0.57,51
1,1,0.61,0.51,52
1,1,0.14,0.96,53
1,2,0.52,0.88,54
1,2,0.3,0.58,55
1,2,0.24,0.79,56
1,2,0.45,0.73,57
1,2,0.32,0.71,58
1,2,0.15,0.67,59
1,2,0.25,0.6,60
1,2,0.08,0.43,61
1,2,0.46,0.36,62
1,1,0.09,0.05,63
1,2,0.13,0.47,64
1,2,0.22,0.3,65
1,2,0.48,0.4,66
1,1,0.62,0.03,67
1,1,0.32,0.38,68
1,1,0.48,0.1,69
1,2,0.53,0.22,70
1,1,0.39,0.2,71
1,1,0.26,0.18,72
1,1,0.17,0.32,73
1,2,0.8100000000000001,0.45,74
1,2,0.7,0.44,75
1,2,0.66,0.41,76
1,2,0.72,0.51,77
1,2,0.87,0.23,78
1,1,0.84,0.24,79
1,1,0.67,0.61,80
1,1,0.31,0.64,81
1,1,0.28,0.89,82
1,1,0.58,0.66,83
1,1,0.9,0.74,84
1,1,0.55,0.47,85
1,1,0.7,0.67,86
1,1,0.89,0.53,87
1,1,0.51,0.41,88
1,1,0.39,0.2,89
1,1,0.32,0.23,90
1,2,0.39,0.41,91
1,2,0.16,0.21,92
1,1,0.42,0.09,93
1,1,0.46,0.29,94
1,1,0.78,0.31,95
1,1,0.39,0.73,96
2,1,0.58,0.32,1
2,1,0.67,0.67,2
2,1,0.65,0.3,3
2,1,0.79,0.64,4
2,1,0.77,0.62,5
2,1,0.85,0.92,6
2,1,0.61,0.33,7
2,1,0.54,0.76,8
2,2,0.57,0.43,9
2,1,0.76,0.51,10
2,1,0.6,0.63,11
2,2,0.44,0.53,12
2,2,0.8,0.4,13
2,1,0.36,0.52,14
2,2,0.35,0.4,15
2,2,0.32,0.6,16
2,2,0.23,0.37,17
2,2,0.61,0.19,18
2,1,0.3,0.44,19
2,1,0.23,0.21,20
2,1,0.15,0.45,21
2,2,0.26,0.71,22
2,2,0.06,0.27,23
2,2,0.43,0.31,24
2,2,0.35,0.36,25
2,1,0.06,0.59,26
2,2,0.24,0.91,27
2,2,0.49,0.44,28
2,2,0.57,0.77,29
2,2,0.58,0.8100000000000001,30
2,2,0.5,0.6899999999999999,31
2,2,0.6899999999999999,0.51,32
2,2,0.5,0.77,33
2,2,0.74,0.51,34
2,2,0.55,0.75,35
2,1,0.63,0.5,36
2,2,0.26,0.41,37
2,1,0.46,0.9399999999999999,38
2,2,0.82,0.73,39
2,2,0.52,0.38,40
2,1,0.76,0.45,41
2,1,0.44,0.67,42
2,1,0.65,0.32,43
2,2,0.5600000000000001,0.4,44
2,2,0.72,0.74,45
2,1,0.73,0.2,46
2,1,0.9,0.07000000000000001,47
2,1,0.37,0.42,48
2,1,0.91,0.41,49
2,1,0.14,0.33,50
2,1,0.34,0.39,51
2,1,0.29,0.41,52
2,2,0.67,0.13,53
2,1,0.15,0.16,54
2,1,0.39,0.63,55
2,2,0.46,0.15,56
2,2,0.5600000000000001,0.24,57
2,1,0.13,0.67,58
2,1,0.44,0.6,59
2,2,0.16,0.89,60
2,2,0.08,0.79,61
2,2,0.65,0.54,62
2,2,0.61,0.76,63
2,2,0.48,0.61,64
2,2,0.17,0.78,65
2,2,0.05,0.77,66
2,2,0.68,0.83,67
2,2,0.47,0.6,68
2,2,0.47,0.99,69
2,2,0.73,0.6899999999999999,70
2,2,0.43,0.8,71
2,2,0.58,0.82,72
2,2,0.77,0.52,73
2,2,0.58,0.44,74
2,2,0.62,0.35,75
2,1,0.58,0.72,76
2,1,0.53,0.52,77
2,1,0.89,0.13,78
2,1,0.2,0.22,79
2,1,0.22,0.13,80
2,2,0.89,0.58,81
2,1,0.46,0.63,82
2,1,0.95,0.13,83
2,1,0.45,0.37,84
2,2,0.28,0.31,85
