1,2,0.83,0.65,1,1
1,1,0.83,0.48,2,0
1,1,0.34,0.4,3,1
1,2,0.83,0.44,4,0
1,2,0.72,0.7,5,0
1,2,0.27,0.49,6,0
1,1,0.76,0.32,7,1
1,1,0.46,0.11,8,0
1,2,0.58,0.28,9,0
1,1,0.86,0.43,10,0
1,1,0.85,0.48,11,0
1,1,0.75,0.22,12,0
1,1,0.7,0.43,13,0
1,1,0.51,0.54,14,0
1,2,0.87,0.49,15,1
1,2,0.74,0.61,16,0
1,2,0.39,0.28,17,0
1,2,0.48,0.4,18,1
1,1,0.48,0.32,19,0
1,2,0.19,0.2,20,1
1,1,0.19,0.37,21,0
1,1,0.35,0.24,22,1
1,2,0.5600000000000001,0.11,23,0
1,2,0.38,0.59,24,1
1,2,0.73,0.87,25,0
1,1,0.4,0.48,26,1
1,2,0.61,0.7,27,0
1,2,0.29,0.58,28,0
1,2,0.47,0.89,29,0
1,2,0.29,0.89,30,0
1,2,0.41,0.85,31,1
1,2,0.08,0.78,32,0
1,1,0.63,0.83,33,0
1,2,0.68,0.64,34,0
1,1,0.68,0.38,35,0
1,1,0.44,0.47,36,0
1,2,0.34,0.98,37,0
1,2,0.39,0.96,38,0
1,2,0.28,0.9,39,0
1,2,0.66,0.78,40,0
1,1,0.28,0.78,41,0
1,2,0.25,0.5600000000000001,42,0
1,1,0.59,0.47,43,0
1,1,0.5600000000000001,0.43,44,0
1,2,0.32,0.45,45,1
1,1,0.16,0.26,46,0
1,2,0.07000000000000001,0.42,47,1
1,2,0.16,0.52,48,0
1,2,0.27,0.12,49,0
1,1,0.35,0.29,50,0
1,1,0.41,0.47,51,1
1,1,0.61,0.39,52,0
1,1,0.14,0.51,53,1
1,2,0.67,0.61,54,0
1,2,0.71,0.35,55,0
1,1,0.41,0.45,56,0
2,2,0.61,0.52,1,0
2,2,0.37,0.4,2,1
2,2,0.61,0.54,3,0
2,1,0.39,0.4,4,0
2,2,0.41,0.43,5,0
2,2,0.65,0.42,6,1
2,1,0.23,0.32,7,0
2,2,0.09,0.68,8,0
2,2,0.36,0.68,9,0
2,2,0.12,0.6899999999999999,10,0
2,1,0.16,0.75,11,1
2,2,0.42,0.8100000000000001,12,0
2,1,0.15,0.41,13,1
2,2,0.44,0.45,14,0
2,1,0.39,0.46,15,0
2,1,0.48,0.99,16,1
2,2,0.63,0.3,17,0
2,2,0.52,0.51,18,0
2,2,0.46,0.61,19,1
2,2,0.53,0.6899999999999999,20,0
2,2,0.68,0.63,21,0
2,2,0.47,0.2,22,0
2,1,0.7,0.34,23,1
2,1,0.29,0.64,24,0
2,2,0.26,0.62,25,1
2,2,0.67,0.35,26,0
2,1,0.97,0.2,27,0
2,1,0.82,0.65,28,0
2,1,0.65,0.82,29,0
2,2,0.66,0.92,30,0
2,1,0.46,0.85,31,0
2,2,0.57,0.88,32,0
2,2,0.6899999999999999,0.87,33,0
2,2,0.96,0.86,34,0
2,1,0.75,0.43,35,0
2,1,0.83,0.76,36,0
2,2,0.43,0.38,37,0
2,2,0.4,0.6899999999999999,38,1
2,2,0.65,0.29,39,0
2,1,0.74,0.63,40,0
2,1,0.72,0.5600000000000001,41,0
2,1,0.47,0.41,42,1
2,2,0.79,0.14,43,0
2,1,0.5600000000000001,0.12,44,0
2,2,0.36,0.2,45,1
2,1,0.82,0.43,46,0
2,1,0.88,0.52,47,0
2,1,0.82,0.02,48,1
2,1,0.5,0.19,49,0
2,2,0.18,0.32,50,1
2,2,0.15,0.61,51,0
2,2,0.12,0.28,52,0
2,2,0.35,0.54,53,0
2,1,0.14,0.36,54,1
2,2,0.36,0.19,55,0
2,1,0.27,0.46,56,0
1,1,0.63,0.72,1,0
1,2,0.78,0.36,2,0
1,1,0.63,0.87,3,0
1,1,0.78,0.6899999999999999,4,0
1,1,0.92,0.63,5,1
1,1,0.65,0.51,6,0
1,1,0.5600000000000001,0.4,7,0
1,2,0.7,0.84,8,1
1,2,0.99,0.67,9,0
1,2,0.89,0.8,10,0
1,2,0.73,0.48,11,0
1,1,0.65,0.77,12,0
1,1,0.6,0.33,13,0
1,1,0.31,0.29,14,0
1,2,0.46,0.31,15,0
1,1,0.57,0.22,16,0
1,1,0.5600000000000001,0.26,17,0
1,1,0.13,0.1,18,1
1,2,0.55,0.22,19,0
1,1,0.68,0.28,20,1
1,2,0.4,0.08,21,0
1,1,0.28,0.44,22,0
1,1,0.44,0.2,23,1
1,1,0.67,0.28,24,0
1,2,0.79,0.14,25,1
1,1,0.9,0.11,26,0
1,1,0.5600000000000001,0.45,27,0
1,2,0.6,0.4,28,0
1,1,0.4,0.44,29,0
1,2,0.66,0.28,30,0
1,1,0.23,0.5,31,0
1,1,0.76,0.73,32,1
1,1,0.73,0.88,33,0
1,1,0.6899999999999999,0.22,34,1
1,1,0.65,0.8,35,0
1,1,0.28,0.86,36,0
1,2,0.07000000000000001,0.63,37,0
1,1,0.37,0.71,38,1
1,2,0.3,0.51,39,0
1,2,0.45,0.9399999999999999,40,0
1,2,0.43,0.68,41,0
1,1,0.1,0.65,42,1
1,2,0.18,0.64,43,0
1,2,0.04,0.63,44,0
1,2,0.33,0.75,45,1
1,1,0.2,0.6,46,0
1,2,0.27,0.4,47,0
1,2,0.54,0.78,48,0
1,2,0.33,0.72,49,0
1,2,0.34,0.44,50,1
1,2,0.23,0.48,51,0
1,1,0.26,0.63,52,1
1,2,0.53,0.35,53,0
1,2,0.49,0.19,54,0
1,1,0.49,0.46,55,1
1,1,0.65,0.8,56,0
2,1,0.77,0.77,1,1
2,2,0.8100000000000001,0.58,2,0
2,1,0.39,0.5600000000000001,3,0
2,2,0.8100000000000001,0.64,4,0
2,2,0.75,0.5,5,0
2,1,0.59,0.38,6,0
2,1,0.78,0.38,7,0
2,2,0.43,0.73,8,1
2,2,0.8,0.26,9,0
2,1,0.66,0.88,10,0
2,2,0.8,0.15,11,0
2,1,0.6,0.34,12,0
2,1,0.86,0.37,13,0
2,1,0.7,0.03,14,0
2,1,0.31,0.29,15,0
2,2,0.98,0.29,16,1
2,1,0.88,0.31,17,0
2,1,0.47,0.09,18,1
2,1,0.43,0.13,19,0
2,1,0.3,0.26,20,0
2,2,0.6899999999999999,0.48,21,0
2,1,0.03,0.05,22,0
2,2,0.39,0.3,23,0
2,1,0.49,0.62,24,0
2,2,0.51,0.19,25,0
2,1,0.36,0.78,26,0
2,1,0.43,0.33,27,0
2,2,0.35,0.83,28,0
2,2,0.61,0.82,29,1
2,2,0.44,0.77,30,0
2,1,0.32,0.52,31,1
2,2,0.61,0.83,32,0
2,2,0.48,0.57,33,0
2,2,0.68,0.83,34,0
2,1,0.62,0.89,35,1
2,2,0.52,0.7,36,0
2,2,0.54,0.7,37,1
2,2,0.92,0.53,38,0
2,1,0.28,0.55,39,0
2,1,0.48,0.36,40,1
2,2,0.53,0.65,41,0
2,1,0.58,0.62,42,1
2,2,0.08,0.47,43,0
2,2,0.54,0.38,44,0
2,1,0.68,0.3,45,1
