2,1,0.75,0.57,1,1
2,1,0.5,0.47,2,0
2,1,0.52,0.54,3,0
2,1,0.84,0.61,4,1
2,1,0.96,0.41,5,0
2,1,0.88,0.52,6,0
2,1,0.34,0.61,7,0
2,1,0.15,0.25,8,0
2,2,0.14,0.58,9,0
2,1,0.22,0.26,10,1
2,2,0.32,0.4,11,0
2,2,0.17,0.12,12,0
2,2,0.2,0.16,13,0
2,2,0.89,0.08,14,1
2,1,0.86,0.22,15,0
2,1,0.68,0.24,16,0
2,1,0.4,0.39,17,0
2,1,0.5600000000000001,0.34,18,0
2,1,0.47,0.25,19,0
2,1,0.95,0.12,20,0
2,2,0.54,0.58,21,1
2,1,0.48,0.68,22,0
2,2,0.78,0.72,23,0
2,1,0.66,0.42,24,1
2,1,0.93,0.48,25,0
2,1,0.85,0.37,26,0
2,1,0.35,0.42,27,0
2,1,0.8100000000000001,0.54,28,1
2,1,0.5600000000000001,0.65,29,0
2,2,0.49,0.86,30,1
2,2,0.78,0.42,31,0
2,2,0.51,0.75,32,0
2,2,0.61,0.35,33,0
2,2,0.36,0.84,34,1
2,2,0.76,0.82,35,0
2,1,0.6899999999999999,0.92,36,1
2,2,0.22,0.95,37,0
2,2,0.38,0.73,38,1
2,2,0.37,0.91,39,0
2,2,0.34,0.91,40,0
2,2,0.22,0.95,41,0
2,2,0.61,0.74,42,0
2,1,0.19,0.46,43,1
2,2,0.17,0.15,44,0
2,2,0.57,0.29,45,0
2,1,0.18,0.23,46,0
2,1,0.24,0.32,47,0
2,1,0.32,0.44,48,1
2,2,0.18,0.37,49,0
2,2,0.57,0.5,50,0
2,2,0.85,0.46,51,0
2,2,0.45,0.24,52,0
2,2,0.5600000000000001,0.28,53,1
2,1,0.3,0.72,54,0
2,2,0.74,0.66,55,0
2,2,0.21,0.24,56,0
1,2,0.68,0.46,1,0
1,2,0.19,0.93,2,0
1,2,0.88,0.96,3,0
1,2,0.75,0.93,4,1
1,2,0.63,0.72,5,0
1,2,0.8100000000000001,0.6,6,0
1,2,0.55,0.65,7,0
1,2,0.66,0.53,8,0
1,1,0.23,0.72,9,1
1,2,0.33,0.38,10,0
1,1,0.02,0.71,11,1
1,2,0.12,0.72,12,0
1,2,0.48,0.52,13,0
1,2,0.41,0.59,14,1
1,2,0.53,0.34,15,0
1,2,0.74,0.03,16,0
1,1,0.7,0.25,17,0
1,1,0.26,0.1,18,0
1,2,0.71,0.27,19,1
1,1,0.52,0.36,20,0
1,1,0.38,0.17,21,0
1,2,0.54,0.33,22,1
1,1,0.64,0.44,23,0
1,1,0.76,0.05,24,0
1,1,0.91,0.43,25,1
1,1,0.57,0.61,26,0
1,1,0.65,0.52,27,0
1,1,0.71,0.8100000000000001,28,0
1,1,0.62,0.57,29,0
1,1,0.9399999999999999,0.72,30,0
1,1,0.95,0.3,31,0
1,1,0.38,0.46,32,0
1,2,0.72,0.83,33,1
1,1,0.49,0.5,34,0
1,2,0.51,0.3,35,0
1,2,0.59,0.41,36,0
1,2,0.11,0.61,37,1
1,1,0.39,0.76,38,0
1,2,0.32,0.59,39,1
1,2,0.53,0.73,40,0
1,2,0.44,0.82,41,0
1,2,0.29,0.18,42,1
1,2,0.67,0.63,43,0
1,1,0.43,0.45,44,1
1,1,0.58,0.17,45,0
1,1,0.48,0.49,46,0
1,2,0.37,0.22,47,0
1,1,0.42,0.4,48,0
1,1,0.27,0.25,49,1
1,2,0.37,0.16,50,0
1,1,0.35,0.2,51,0
1,1,0.38,0.36,52,0
1,1,0.36,0.45,53,0
1,1,0.49,0.31,54,0
1,1,0.25,0.78,55,0
1,1,0.62,0.38,56,1
2,2,0.83,0.39,1,0
2,1,0.54,0.85,2,1
2,1,0.67,0.6,3,0
2,1,0.51,0.71,4,0
2,2,0.9,0.85,5,0
2,2,0.4,0.62,6,0
2,2,0.73,0.8,7,1
2,2,0.62,0.53,8,0
2,2,0.67,0.31,9,0
2,1,0.85,0.5,10,0
2,1,0.19,0.51,11,0
2,2,0.17,0.35,12,1
2,2,0.7,0.33,13,0
2,1,0.25,0.72,14,0
2,1,0.4,0.5600000000000001,15,1
2,2,0.74,0.25,16,0
2,1,0.33,0.71,17,0
2,1,0.5,0.68,18,0
2,2,0.18,0.11,19,1
2,2,0.24,0.08,20,0
2,2,0.28,0.08,21,1
2,2,0.8100000000000001,0.26,22,0
2,1,0.5,0.48,23,0
2,1,0.83,0.6899999999999999,24,0
2,1,0.36,0.33,25,0
2,1,0.96,0.35,26,0
2,1,0.83,0.21,27,0
2,2,0.59,0.04,28,1
