2,1,0.84,0.71,1,0
2,1,0.83,0.58,2,0
2,2,0.33,0.8100000000000001,3,1
2,2,0.65,0.62,4,0
2,1,0.88,0.91,5,0
2,1,0.28,0.85,6,1
2,2,0.74,0.76,7,0
2,2,0.73,0.75,8,0
2,2,0.61,0.64,9,0
2,2,0.66,0.83,10,0
2,2,0.77,0.66,11,1
2,2,0.96,0.64,12,0
2,1,0.26,0.26,13,0
2,1,0.68,0.82,14,1
2,2,0.6899999999999999,0.74,15,0
2,2,0.59,0.58,16,0
2,2,0.88,0.17,17,0
2,1,0.59,0.55,18,0
2,2,0.36,0.41,19,1
2,1,0.59,0.49,20,0
2,1,0.34,0.52,21,0
2,1,0.42,0.79,22,1
2,2,0.24,0.59,23,0
2,2,0.34,0.35,24,0
2,2,0.38,0.6,25,0
2,2,0.49,0.15,26,0
2,1,0.21,0.67,27,1
2,2,0.42,0.75,28,0
2,2,0.2,0.35,29,0
2,2,0.49,0.62,30,1
2,2,0.24,0.7,31,0
2,2,0.46,0.87,32,0
2,2,0.25,0.66,33,0
2,2,0.26,0.54,34,0
2,1,0.3,0.68,35,1
2,2,0.58,0.51,36,0
2,1,0.26,0.52,37,0
2,1,0.39,0.75,38,1
2,2,0.52,0.44,39,0
2,2,0.87,0.29,40,0
2,1,0.71,0.3,41,0
2,1,0.8100000000000001,0.39,42,0
2,2,0.62,0.29,43,1
2,1,0.71,0.48,44,0
2,1,0.5,0.12,45,0
2,1,0.76,0.23,46,1
2,1,0.57,0.02,47,0
2,1,0.61,0.29,48,0
2,1,0.75,0.01,49,0
2,1,0.85,0.44,50,0
2,2,0.38,0.07000000000000001,51,1
2,1,0.18,0.08,52,0
2,1,0.35,0.4,53,0
2,1,0.27,0.21,54,1
2,1,0.12,0.41,55,0
2,2,0.21,0.79,56,0
1,1,0.07000000000000001,0.72,1,0
1,1,0.31,0.64,2,1
1,2,0.74,0.79,3,0
1,1,0.61,0.38,4,1
1,2,0.73,0.37,5,0
1,2,0.43,0.86,6,0
1,2,0.95,0.49,7,0
1,2,0.66,0.8,8,0
1,2,0.45,0.59,9,0
1,2,0.8100000000000001,0.59,10,1
1,2,0.6899999999999999,0.51,11,0
1,1,0.71,0.52,12,1
1,1,0.93,0.51,13,0
1,1,0.6899999999999999,0.31,14,0
1,1,0.74,0.35,15,0
1,1,0.37,0.42,16,0
1,1,0.5,0.71,17,0
1,1,0.88,0.74,18,1
1,1,0.3,0.25,19,0
1,2,0.48,0.43,20,1
1,1,0.8,0.77,21,0
1,1,0.48,0.6899999999999999,22,0
1,2,0.55,0.55,23,0
1,1,0.27,0.72,24,0
1,2,0.25,0.28,25,0
1,2,0.85,0.47,26,1
1,1,0.24,0.82,27,0
1,2,0.22,0.78,28,1
1,2,0.12,0.53,29,0
1,2,0.16,0.54,30,0
1,2,0.55,0.42,31,0
1,1,0.34,0.43,32,0
1,1,0.2,0.8,33,0
1,1,0.16,0.6,34,1
1,2,0.17,0.86,35,0
1,1,0.45,0.87,36,1
1,2,0.65,0.73,37,0
1,2,0.34,0.39,38,0
1,2,0.59,0.12,39,0
1,2,0.39,0.01,40,0
1,2,0.43,0.43,41,0
1,2,0.85,0.53,42,1
1,2,0.66,0.13,43,0
1,1,0.59,0.3,44,1
1,1,0.63,0.15,45,0
1,1,0.64,0.32,46,0
1,1,0.6,0.63,47,0
1,2,0.76,0.7,48,0
1,2,0.5600000000000001,0.21,49,0
1,2,0.13,0.24,50,1
1,1,0.3,0.67,51,0
1,2,0.21,0.12,52,1
1,1,0.3,0.35,53,0
1,2,0.26,0.35,54,0
1,2,0.16,0.26,55,0
1,1,0.45,0.23,56,0
2,1,0.83,0.91,1,0
2,1,0.5600000000000001,0.31,2,1
2,2,0.54,0.37,3,0
2,1,0.4,0.43,4,0
2,1,0.53,0.58,5,0
2,2,0.6,0.41,6,1
