1,1,0.53,0.66,1,0
1,1,0.5,0.59,2,1
1,2,0.7,0.55,3,0
1,2,0.58,0.49,4,0
1,1,0.97,0.74,5,0
1,1,0.93,0.89,6,0
1,1,0.4,0.44,7,0
1,2,0.9,0.55,8,1
1,1,0.6,0.37,9,0
1,1,0.59,0.15,10,1
1,1,0.74,0.35,11,0
1,1,0.49,0.43,12,0
1,2,0.68,0.06,13,0
1,1,0.79,0.44,14,0
1,1,0.26,0.12,15,0
1,2,0.77,0.08,16,1
1,1,0.75,0.27,17,0
1,1,0.88,0.23,18,1
1,1,0.64,0.72,19,0
1,1,0.5600000000000001,0.35,20,0
1,1,0.64,0.76,21,0
1,2,0.13,0.26,22,0
1,1,0.57,0.35,23,0
1,2,0.16,0.42,24,1
1,1,0.23,0.83,25,0
1,1,0.35,0.71,26,1
1,2,0.38,0.9,27,0
1,2,0.62,0.63,28,0
1,2,0.18,0.88,29,0
1,2,0.77,0.36,30,0
1,2,0.91,0.79,31,0
1,1,0.41,0.51,32,1
1,2,0.76,0.83,33,0
1,2,0.72,0.52,34,1
1,2,0.86,0.19,35,0
1,1,0.37,0.8100000000000001,36,0
1,2,0.85,0.48,37,0
1,2,0.4,0.55,38,0
1,2,0.37,0.45,39,0
1,1,0.35,0.59,40,1
1,2,0.23,0.53,41,0
1,2,0.5600000000000001,0.95,42,1
1,2,0.06,0.51,43,0
1,2,0.15,0.57,44,0
1,2,0.26,0.41,45,0
1,1,0.07000000000000001,0.52,46,0
1,2,0.44,0.65,47,0
1,1,0.63,0.66,48,1
1,2,0.49,0.1,49,0
1,2,0.29,0.4,50,1
1,1,0.5600000000000001,0.28,51,0
1,1,0.6899999999999999,0.21,52,0
1,1,0.47,0.21,53,0
1,1,0.59,0.07000000000000001,54,0
1,1,0.05,0.13,55,0
1,2,0.35,0.4,56,1
2,1,0.5600000000000001,0.89,1,0
2,1,0.58,0.59,2,1
2,2,0.51,0.82,3,0
2,2,0.21,0.54,4,0
2,2,0.19,0.46,5,0
2,2,0.71,0.65,6,0
2,1,0.86,0.9,7,1
2,2,0.72,0.44,8,0
2,2,0.8100000000000001,0.75,9,0
2,2,0.36,0.49,10,1
2,2,0.95,0.78,11,0
2,1,0.71,0.63,12,0
2,1,0.88,0.32,13,0
2,1,0.95,0.46,14,0
2,2,0.49,0.72,15,1
2,1,0.9,0.5600000000000001,16,0
2,1,0.51,0.37,17,0
2,1,0.71,0.06,18,1
2,1,0.67,0.28,19,0
2,1,0.54,0.48,20,0
2,1,0.39,0.37,21,0
2,1,0.14,0.17,22,0
2,2,0.34,0.24,23,1
2,1,0.49,0.46,24,0
2,1,0.24,0.72,25,0
2,1,0.48,0.62,26,1
2,2,0.14,0.6899999999999999,27,0
2,2,0.22,0.68,28,0
2,2,0.27,0.74,29,0
2,2,0.2,0.6899999999999999,30,0
2,1,0.19,0.63,31,1
2,2,0.2,0.5,32,0
2,2,0.16,0.78,33,0
2,2,0.35,0.15,34,1
2,2,0.33,0.11,35,0
2,1,0.3,0.84,36,0
2,2,0.3,0.79,37,0
2,2,0.05,0.27,38,0
2,1,0.53,0.43,39,1
2,2,0.34,0.75,40,0
2,2,0.88,0.88,41,0
2,2,0.73,0.4,42,1
2,2,0.97,0.8100000000000001,43,0
2,2,0.64,0.31,44,0
2,1,0.5,0.33,45,0
2,1,0.62,0.11,46,0
2,2,0.44,0.15,47,1
2,1,0.7,0.1,48,0
2,1,0.54,0.17,49,0
2,1,0.51,0.01,50,1
2,1,0.15,0.74,51,0
2,1,0.51,0.65,52,0
2,2,0.62,0.18,53,0
2,1,0.61,0.18,54,0
2,2,0.58,0.48,55,1
2,2,0.48,0.53,56,0
1,1,0.42,0.75,1,0
1,1,0.22,0.61,2,1
1,2,0.86,0.9,3,0
1,2,0.92,0.83,4,0
1,2,0.72,0.76,5,0
1,1,0.61,0.3,6,1
1,2,0.64,0.68,7,0
1,2,0.46,0.62,8,0
1,2,0.51,0.55,9,0
1,2,0.66,0.87,10,1
1,2,0.66,0.7,11,0
1,2,0.28,0.71,12,0
1,2,0.37,0.51,13,0
1,1,0.57,0.9399999999999999,14,1
1,1,0.16,0.35,15,0
1,2,0.62,0.99,16,0
1,2,0.12,0.88,17,0
1,2,0.16,0.78,18,1
1,2,0.45,0.8100000000000001,19,0
1,2,0.22,0.63,20,0
1,2,0.3,0.34,21,0
1,1,0.26,0.32,22,1
1,1,0.43,0.6899999999999999,23,0
1,2,0.54,0.49,24,0
1,2,0.3,0.49,25,0
1,2,0.25,0.18,26,1
1,1,0.5600000000000001,0.7,27,0
1,1,0.47,0.27,28,0
1,1,0.49,0.24,29,0
1,2,0.6899999999999999,0.49,30,1
1,2,0.47,0.35,31,0
1,1,0.74,0.24,32,0
1,1,0.98,0.05,33,0
1,1,0.78,0.26,34,1
1,1,0.91,0.28,35,0
1,1,0.97,0.45,36,0
1,1,0.41,0.79,37,0
1,2,0.83,0.47,38,1
1,2,0.55,0.1,39,0
1,1,0.44,0.88,40,0
1,1,0.55,0.74,41,0
1,1,0.59,0.41,42,1
1,1,0.62,0.22,43,0
1,1,0.48,0.16,44,0
1,1,0.05,0.54,45,0
1,2,0.24,0.53,46,1
1,2,0.87,0.67,47,0
1,2,0.09,0.48,48,0
1,2,0.21,0.35,49,0
1,2,0.03,0.52,50,1
1,2,0.38,0.35,51,0
1,1,0.17,0.2,52,0
1,2,0.36,0.22,53,0
1,1,0.45,0.29,54,1
1,2,0.46,0.72,55,0
1,2,0.35,0.61,56,0
2,1,0.64,0.8,1,0
2,2,0.58,0.28,2,0
2,2,0.82,0.63,3,1
2,1,0.73,0.67,4,0
2,1,0.7,0.66,5,0
2,1,0.83,0.86,6,0
2,1,0.66,0.57,7,0
2,2,0.57,0.86,8,1
2,1,0.39,0.39,9,0
2,1,0.73,0.79,10,0
2,1,0.83,0.2,11,1
2,1,0.26,0.64,12,0
2,1,0.38,0.57,13,0
2,2,0.58,0.95,14,0
2,2,0.13,0.27,15,0
2,1,0.36,0.77,16,1
2,2,0.44,0.79,17,0
2,2,0.6,0.85,18,0
2,2,0.27,0.52,19,1
2,2,0.24,0.37,20,0
2,2,0.42,0.42,21,0
2,2,0.43,0.39,22,0
2,2,0.26,0.14,23,0
2,1,0.34,0.84,24,1
2,2,0.54,0.58,25,0
2,2,0.3,0.82,26,0
2,2,0.66,0.53,27,1
2,2,0.55,0.71,28,0
2,2,0.28,0.19,29,0
2,2,0.27,0.11,30,0
2,1,0.34,0.53,31,0
2,2,0.4,0.65,32,1
